0,0,4
1,9,4
2,18,4
3,27,4
4,36,4
5,45,4
6,54,4
7,63,4
8,72,4
9,81,4
10,90,4
11,99,4
12,108,4
13,117,4
14,126,4
15,135,4
16,144,4
17,153,4
18,162,4
19,171,4
20,180,4
21,189,4
22,198,4
23,207,4
24,216,4
25,225,4
26,234,4
27,243,4
28,252,4
29,261,4
30,270,4
31,279,4
32,288,4
33,297,4
34,306,4
35,315,4
36,324,4
37,333,4
38,342,4
39,351,4
40,360,4
41,369,4
42,378,4
43,387,4
44,396,4
45,405,4
46,414,4
47,423,4
48,432,4
49,441,4
50,450,4
51,459,4
52,468,4
53,477,4
54,486,4
55,495,4
56,504,4
57,513,4
58,522,4
59,531,4
60,540,4
61,549,4
62,558,4
63,567,4
64,576,4
65,585,4
66,594,4
67,603,4
68,612,4
69,618,4
70,612,4
71,606,4
72,600,4
73,594,4
74,588,4
75,582,4
76,576,4
77,570,4
78,564,4
79,558,4
80,552,4
81,546,4
82,540,4
83,534,4
84,528,4
85,522,4
86,516,4
87,510,4
88,504,4
89,498,4
90,492,4
91,486,4
92,480,4
93,474,4
94,468,4
95,462,4
96,456,4
97,450,4
98,444,4
99,438,4
100,432,4
101,426,4
102,420,4
103,414,4
104,408,4
105,402,4
106,396,4
107,390,4
108,384,4
109,378,4
110,372,4
111,366,4
112,360,4
113,354,4
114,348,4
115,342,4
116,336,4
117,330,4
118,324,4
119,318,4
120,312,4
121,306,4
122,300,4
123,294,4
124,288,4
125,282,4
126,276,4
127,270,4
128,264,4
129,258,4
130,252,4
131,246,4
132,240,4
133,234,4
134,228,4
135,222,4
136,216,4
137,210,4
138,204,4
139,198,4
140,192,4
141,186,4
142,180,4
143,174,4
144,168,4
145,162,4
146,156,4
147,150,4
148,144,4
149,138,4
150,132,4
151,126,4
152,120,4
153,114,4
154,108,4
155,102,4
156,96,4
157,90,4
158,84,4
159,78,4
160,72,4
161,66,4
162,60,4
163,54,4
164,48,4
165,42,4
166,36,4
167,30,4
168,24,4
169,18,4
170,12,4
171,6,4
172,0,4
173,0,4
174,0,4
175,0,4
176,0,4
177,0,4
178,0,4
179,0,4
180,0,4
181,0,4
182,0,4
183,0,4
184,0,4
185,0,4
186,0,4
187,0,4
188,0,4
189,0,4
190,0,4
191,0,4
192,0,4
193,0,4
194,0,4
195,0,4
196,0,4
197,0,4
198,0,4
199,0,4
200,0,4
201,0,4
202,0,4
203,0,4
204,0,4
205,0,4
206,0,4
207,0,4
208,0,4
209,0,4
210,0,4
211,0,4
212,0,4
213,0,4
214,0,4
215,0,4
216,0,4
217,0,4
218,0,4
219,0,4
220,0,4
221,0,4
222,0,4
223,0,4
224,0,4
225,0,4
226,0,4
227,0,4
228,0,4
229,0,4
230,0,4
231,0,4
232,0,4
233,0,4
234,0,4
235,0,4
236,0,4
237,0,4
238,0,4
239,0,4
240,0,4
241,0,4
