0,584,1,8.33
1,584,1,16.67
2,584,1,25.00
3,584,1,33.33
4,584,1,41.67
5,584,1,50.00
6,584,1,58.33
7,584,1,66.67
8,584,1,75.00
9,584,1,83.33
10,584,1,91.67
11,584,1,100.00
12,584,1,100.00
13,584,1,100.00
14,584,1,100.00
15,584,1,100.00
16,584,1,100.00
17,584,1,100.00
18,584,1,100.00
19,584,1,100.00
20,584,1,100.00
21,584,1,100.00
22,584,1,100.00
23,584,1,100.00
24,584,1,100.00
25,584,1,100.00
26,584,1,100.00
27,584,1,100.00
28,584,1,100.00
29,584,1,100.00
30,584,1,100.00
31,584,1,100.00
32,584,1,100.00
33,584,1,100.00
34,584,1,100.00
35,584,1,100.00
36,584,1,100.00
37,584,1,100.00
38,584,1,100.00
39,584,1,100.00
40,584,1,100.00
41,584,1,100.00
42,584,1,100.00
43,584,1,100.00
44,584,1,100.00
45,584,1,100.00
46,584,1,100.00
47,584,1,100.00
48,584,1,100.00
49,584,1,100.00
50,584,1,100.00
51,584,1,100.00
52,584,1,100.00
53,584,1,100.00
54,584,1,100.00
55,584,1,100.00
56,584,1,100.00
57,584,1,100.00
58,584,1,100.00
59,584,1,100.00
60,584,1,100.00
61,584,1,100.00
62,584,1,100.00
63,584,1,100.00
64,584,1,100.00
65,584,1,100.00
66,584,1,100.00
67,569,1,100.00
68,563,1,100.00
69,557,1,100.00
70,551,1,100.00
71,545,1,100.00
72,539,1,100.00
73,533,1,100.00
74,527,1,100.00
75,521,1,100.00
76,515,1,100.00
77,509,1,100.00
78,503,1,100.00
79,497,1,100.00
80,491,1,100.00
81,485,1,100.00
82,479,1,100.00
83,473,1,100.00
84,467,1,100.00
85,461,1,100.00
86,455,1,100.00
87,449,1,100.00
88,443,1,100.00
89,437,1,100.00
90,431,1,100.00
91,425,1,100.00
92,419,1,100.00
93,413,1,100.00
94,407,1,100.00
95,401,1,100.00
96,395,1,100.00
97,389,1,100.00
98,383,1,100.00
99,377,1,100.00
100,371,1,100.00
101,365,1,100.00
102,359,1,100.00
103,353,1,100.00
104,347,1,100.00
105,341,1,100.00
106,335,1,100.00
107,329,1,100.00
108,323,1,100.00
109,317,1,100.00
110,311,1,100.00
111,305,1,100.00
112,299,1,100.00
113,293,1,100.00
114,287,1,100.00
115,281,1,100.00
116,275,1,100.00
117,269,1,100.00
118,263,1,100.00
119,257,1,100.00
120,251,1,100.00
121,245,1,100.00
122,239,1,100.00
123,233,1,100.00
124,227,1,100.00
125,221,1,100.00
126,215,1,100.00
127,209,1,100.00
128,203,1,100.00
129,197,1,100.00
130,191,1,100.00
131,185,1,100.00
132,179,1,100.00
133,173,1,100.00
134,167,1,100.00
135,161,1,100.00
136,155,1,100.00
137,149,1,100.00
138,143,1,100.00
139,137,1,100.00
140,131,1,100.00
141,125,1,100.00
142,119,1,100.00
143,113,1,100.00
144,107,1,100.00
145,101,1,100.00
146,95,1,100.00
147,89,1,100.00
148,83,1,100.00
149,77,1,100.00
150,71,1,100.00
151,65,1,100.00
152,59,1,100.00
153,53,1,100.00
154,47,1,100.00
155,41,1,100.00
156,35,1,100.00
157,29,1,100.00
158,23,1,100.00
159,17,1,100.00
160,11,1,100.00
161,5,1,100.00
