0,389,9,3.33
1,389,9,6.67
2,389,9,10.00
3,389,9,13.33
4,389,9,16.67
5,389,9,20.00
6,389,9,23.33
7,389,9,26.67
8,389,9,30.00
9,389,9,33.33
10,389,9,36.67
11,389,9,40.00
12,389,9,43.33
13,389,9,46.67
14,389,9,50.00
15,389,9,53.33
16,389,9,56.67
17,389,9,60.00
18,389,9,63.33
19,389,9,66.67
20,389,9,70.00
21,389,9,73.33
22,389,9,76.67
23,389,9,80.00
24,389,9,83.33
25,389,9,86.67
26,389,9,90.00
27,389,9,93.33
28,389,9,96.67
29,389,9,100.00
30,389,9,100.00
31,389,9,100.00
32,389,9,100.00
33,389,9,100.00
34,389,9,100.00
35,389,9,100.00
36,389,9,100.00
37,389,9,100.00
38,389,9,100.00
39,389,9,100.00
40,389,9,100.00
41,389,9,100.00
42,389,9,100.00
43,389,9,100.00
44,389,9,100.00
45,389,9,100.00
46,377,9,100.00
47,371,9,100.00
48,365,9,100.00
49,359,9,100.00
50,353,9,100.00
51,347,9,100.00
52,341,9,100.00
53,335,9,100.00
54,329,9,100.00
55,323,9,100.00
56,317,9,100.00
57,311,9,100.00
58,305,9,100.00
59,299,9,100.00
60,293,9,100.00
61,287,9,100.00
62,281,9,100.00
63,275,9,100.00
64,269,9,100.00
65,263,9,100.00
66,257,9,100.00
67,251,9,100.00
68,245,9,100.00
69,239,9,100.00
70,233,9,100.00
71,227,9,100.00
72,221,9,100.00
73,215,9,100.00
74,209,9,100.00
75,203,9,100.00
76,197,9,100.00
77,191,9,100.00
78,185,9,100.00
79,179,9,100.00
80,173,9,100.00
81,167,9,100.00
82,161,9,100.00
83,155,9,100.00
84,149,9,100.00
85,143,9,100.00
86,137,9,100.00
87,131,9,100.00
88,125,9,100.00
89,119,9,100.00
90,113,9,100.00
91,107,9,100.00
92,101,9,100.00
93,95,9,100.00
94,89,9,100.00
95,83,9,100.00
96,77,9,100.00
97,71,9,100.00
98,65,9,100.00
99,59,9,100.00
100,53,9,100.00
101,47,9,100.00
102,41,9,100.00
103,35,9,100.00
104,29,9,100.00
105,23,9,100.00
106,17,9,100.00
107,11,9,100.00
108,5,9,100.00
