110,0,2,0.00
111,0,2,0.00
112,0,2,0.00
113,0,2,0.00
114,0,2,0.00
115,0,2,0.00
116,0,2,0.00
117,0,2,0.00
118,0,2,0.00
119,0,2,0.00
119,0,0,0.00
120,0,2,0.00
120,0,0,0.00
121,0,2,0.00
121,0,0,0.00
122,0,2,0.00
122,0,0,0.00
123,0,2,0.00
123,0,0,0.00
124,0,2,0.00
124,0,0,0.00
125,0,2,0.00
125,0,0,0.00
126,0,2,0.00
126,0,0,0.00
127,0,2,0.00
127,0,0,0.00
128,0,2,0.00
128,0,0,0.00
129,0,2,0.00
129,0,0,0.00
130,0,2,0.00
130,0,0,0.00
131,0,2,0.00
131,0,0,0.00
132,0,2,0.00
132,0,0,0.00
133,0,2,0.00
133,0,0,0.00
134,0,2,0.00
134,0,0,0.00
135,0,2,0.00
135,0,0,0.00
136,0,2,0.00
136,0,0,0.00
137,0,2,0.00
137,0,0,0.00
138,0,2,0.00
138,0,0,0.00
139,0,2,0.00
139,0,0,0.00
140,0,2,0.00
140,0,0,0.00
141,0,2,0.00
141,0,0,0.00
142,0,2,0.00
142,0,0,0.00
143,0,2,0.00
143,0,0,0.00
144,0,2,0.00
144,0,0,0.00
145,0,2,0.00
145,0,0,0.00
146,0,2,0.00
146,0,0,0.00
147,0,2,0.00
147,0,0,0.00
148,0,2,0.00
148,0,0,0.00
149,0,2,0.00
149,0,0,0.00
150,0,2,0.00
150,0,0,0.00
151,0,2,0.00
151,0,0,0.00
152,0,2,0.00
152,0,0,0.00
153,0,2,0.00
153,0,0,0.00
154,0,2,0.00
154,0,0,0.00
155,0,2,0.00
155,0,0,0.00
156,0,2,0.00
156,0,0,0.00
157,0,2,0.00
157,0,0,0.00
158,0,2,0.00
158,0,0,0.00
159,0,2,0.00
159,0,0,0.00
160,0,2,0.00
160,0,0,0.00
161,0,2,0.00
161,0,0,0.00
162,0,2,0.00
162,0,0,0.00
163,0,2,0.00
163,0,0,0.00
164,0,2,0.00
164,0,0,0.00
165,0,2,0.00
165,0,0,0.00
166,0,2,0.00
166,0,0,0.00
167,0,2,0.00
167,0,0,0.00
168,0,2,0.00
168,0,0,0.00
169,0,2,0.00
169,0,0,0.00
170,0,2,0.00
170,0,0,0.00
171,0,2,0.00
171,0,0,0.00
172,0,2,0.00
172,0,0,0.00
173,0,2,0.00
173,0,0,0.00
174,0,2,0.00
174,0,0,0.00
175,0,2,0.00
175,0,0,0.00
176,0,2,0.00
176,0,0,0.00
177,0,2,0.00
177,0,0,0.00
178,0,2,0.00
178,0,0,0.00
179,0,2,0.00
179,0,0,0.00
180,0,2,0.00
180,0,0,0.00
181,0,2,0.00
181,0,0,0.00
182,0,2,0.00
182,0,0,0.00
183,0,2,0.00
183,0,0,0.00
184,0,2,0.00
184,0,0,0.00
185,0,2,0.00
185,0,0,0.00
186,0,2,0.00
186,0,0,0.00
187,0,2,0.00
187,0,0,0.00
188,0,2,0.00
188,0,0,0.00
189,0,2,0.00
189,0,0,0.00
190,0,2,0.00
190,0,0,0.00
191,0,2,0.00
191,0,0,0.00
192,0,2,0.00
192,0,0,0.00
193,0,2,0.00
193,0,0,0.00
194,0,2,0.00
194,0,0,0.00
195,0,2,0.00
195,0,0,0.00
196,0,2,0.00
196,0,0,0.00
197,0,2,0.00
197,0,0,0.00
198,0,2,0.00
198,0,0,0.00
199,0,2,0.00
199,0,0,0.00
200,0,2,0.00
200,0,0,0.00
201,0,2,0.00
201,0,0,0.00
202,0,2,0.00
202,0,0,0.00
203,0,2,0.00
203,0,0,0.00
204,0,2,0.00
204,0,0,0.00
205,0,2,0.00
205,0,0,0.00
206,0,2,0.00
206,0,0,0.00
207,0,2,0.00
207,0,0,0.00
208,0,2,0.00
208,0,0,0.00
209,0,2,0.00
