0,618,4,8.33
1,618,4,16.67
2,618,4,25.00
3,618,4,33.33
4,618,4,41.67
5,618,4,50.00
6,618,4,58.33
7,618,4,66.67
8,618,4,75.00
9,618,4,83.33
10,618,4,91.67
11,618,4,100.00
12,618,4,100.00
13,618,4,100.00
14,618,4,100.00
15,618,4,100.00
16,618,4,100.00
17,618,4,100.00
18,618,4,100.00
19,618,4,100.00
20,618,4,100.00
21,618,4,100.00
22,618,4,100.00
23,618,4,100.00
24,618,4,100.00
25,618,4,100.00
26,618,4,100.00
27,618,4,100.00
28,618,4,100.00
29,618,4,100.00
30,618,4,100.00
31,618,4,100.00
32,618,4,100.00
33,618,4,100.00
34,618,4,100.00
35,618,4,100.00
36,618,4,100.00
37,618,4,100.00
38,618,4,100.00
39,618,4,100.00
40,618,4,100.00
41,618,4,100.00
42,618,4,100.00
43,618,4,100.00
44,618,4,100.00
45,618,4,100.00
46,618,4,100.00
47,618,4,100.00
48,618,4,100.00
49,618,4,100.00
50,618,4,100.00
51,618,4,100.00
52,618,4,100.00
53,618,4,100.00
54,618,4,100.00
55,618,4,100.00
56,618,4,100.00
57,618,4,100.00
58,618,4,100.00
59,618,4,100.00
60,618,4,100.00
61,618,4,100.00
62,618,4,100.00
63,618,4,100.00
64,618,4,100.00
65,618,4,100.00
66,618,4,100.00
67,618,4,100.00
68,618,4,100.00
69,618,4,100.00
70,618,4,100.00
71,606,4,100.00
72,600,4,100.00
73,594,4,100.00
74,588,4,100.00
75,582,4,100.00
76,576,4,100.00
77,570,4,100.00
78,564,4,100.00
79,558,4,100.00
80,552,4,100.00
81,546,4,100.00
82,540,4,100.00
83,534,4,100.00
84,528,4,100.00
85,522,4,100.00
86,516,4,100.00
87,510,4,100.00
88,504,4,100.00
89,498,4,100.00
90,492,4,100.00
91,486,4,100.00
92,480,4,100.00
93,474,4,100.00
94,468,4,100.00
95,462,4,100.00
96,456,4,100.00
97,450,4,100.00
98,444,4,100.00
99,438,4,100.00
100,432,4,100.00
101,426,4,100.00
102,420,4,100.00
103,414,4,100.00
104,408,4,100.00
105,402,4,100.00
106,396,4,100.00
107,390,4,100.00
108,384,4,100.00
109,378,4,100.00
110,372,4,100.00
111,366,4,100.00
112,360,4,100.00
113,354,4,100.00
114,348,4,100.00
115,342,4,100.00
116,336,4,100.00
117,330,4,100.00
118,324,4,100.00
119,318,4,100.00
120,312,4,100.00
121,306,4,100.00
122,300,4,100.00
123,294,4,100.00
124,288,4,100.00
125,282,4,100.00
126,276,4,100.00
127,270,4,100.00
128,264,4,100.00
129,258,4,100.00
130,252,4,100.00
131,246,4,100.00
132,240,4,100.00
133,234,4,100.00
134,228,4,100.00
135,222,4,100.00
136,216,4,100.00
137,210,4,100.00
138,204,4,100.00
139,198,4,100.00
140,192,4,100.00
141,186,4,100.00
142,180,4,100.00
143,174,4,100.00
144,168,4,100.00
145,162,4,100.00
146,156,4,100.00
147,150,4,100.00
148,144,4,100.00
149,138,4,100.00
150,132,4,100.00
151,126,4,100.00
152,120,4,100.00
153,114,4,100.00
154,108,4,100.00
155,102,4,100.00
156,96,4,100.00
157,90,4,100.00
158,84,4,100.00
159,78,4,100.00
160,72,4,100.00
161,66,4,100.00
162,60,4,100.00
163,54,4,100.00
164,48,4,100.00
165,42,4,100.00
166,36,4,100.00
167,30,4,100.00
168,24,4,100.00
169,18,4,100.00
170,12,4,100.00
171,6,4,100.00
